ALEXBANK,https://eg.linkedin.com/company/bank-of-alexandria?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/customer-service-officer-at-alexbank-4299158288?position=1&pageNum=0&refId=m%2FjPcrxKno%2FWJrUCLxhvBg%3D%3D&trackingId=QaYBesBWPh4X6ezh8LU4nA%3D%3D,Customer Service Officer,"Are you passionate about delivering excellent customer experiences and building trust with clients? Join our team as a Customer Service Officer, where you will play a key role in supporting our customers, handling their banking needs, and ensuring top-quality service.",Full-Time,Remote,"Customer Experience, Banking, Quality Of Services",Customer Service
ELSEWEDY ELECTRIC,https://eg.linkedin.com/company/elsewedyelectric?trk=public_jobs_sub-nav-cta-optional-url,"New Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-document-controller-at-elsewedy-electric-4301277743?position=7&pageNum=6&refId=VU1nvK%2F7EhPBJpfBP7Xo1A%3D%3D&trackingId=Dy0mcyxX%2Fra9jlM5kNv%2FqA%3D%3D,Junior Document Controller,"has been a leading manufacturer of electrical products and solutions, operating in 19 countries with over 18,000 employees. We offer a diverse range of products across wire & cable, electrical equipment, engineering & construction, digital solutions, and infrastructure investments.",Full-Time,On-Site,"Electrical Equipment, Electricity, Investments","Operations, Construction, Construction, Infrastructure"
Al-Mansour Automotive,https://eg.linkedin.com/company/al-mansour-automotive?trk=public_jobs_sub-nav-cta-optional-url,"Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/showroom-receptionist-at-al-mansour-automotive-4288774594?position=10&pageNum=6&refId=VU1nvK%2F7EhPBJpfBP7Xo1A%3D%3D&trackingId=prHkJ%2FyxwNgaZsYz2AAdbg%3D%3D,Showroom Receptionist,Receive visitors and respond accurately and promptly to a broad range of questions and issues raised.,Full-Time,On-Site,,
Banque Misr,https://eg.linkedin.com/company/banque-misr?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/data-science-specialist-at-banque-misr-4281680681?position=2&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=%2Bps6P1UV1t2lpMs410g3ng%3D%3D,Data Science Specialist,"Banque Misr is transforming into an AI-led bank, revolutionizing how we serve our customers and drive the future of finance. We leverage our rich heritage and expertise to build a data-driven powerhouse that anticipates customer needs, personalizes experiences, and optimizes operations. We're not just talking about AI; we're deploying it, and we're seeing tangible results that touch the lives of every Egyptian. Join our agile, hybrid team and be at the forefront of this exciting transformation!",Full-Time,Hybrid,"Banking, Finance, PowerHouse (Programming Language), Agility, Transformation (Genetics)",Operations
Abu Dhabi Islamic Bank - Egypt,https://eg.linkedin.com/company/abu-dhabi-islamic-bank---egypt?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/personal-banker-cairo-at-abu-dhabi-islamic-bank-egypt-4297420439?position=3&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=8akPtfQxK12eU5mxvEIPKg%3D%3D,Personal Banker - Cairo,Responsible for achieving & delivering his/her targets of the allocated range of products specific to Advising Zone.,Full-Time,,"TARGET 3001!, Advising",
Aujan Coca-Cola Beverages Company (ACCBC),https://ae.linkedin.com/company/aujan-industries?trk=public_jobs_sub-nav-cta-optional-url,"Sharkia, Egypt",https://eg.linkedin.com/jobs/view/sales-supervisor-sharkia-at-aujan-coca-cola-beverages-company-accbc-4297593676?position=7&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=EsA1FRowUnWaxC6Iq%2FC%2FtA%3D%3D,Sales Supervisor - Sharkia,"is responsible for managing sales and distribution operations through distributors to all sales channels. This role focuses on driving sales growth, ensuring efficient distribution, and maintaining strong relationships with distributors to achieve business objectives.",Full-Time,,Sales Management,"Operations, Sales, Sales"
First Abu Dhabi Bank Misr (FABMISR),https://eg.linkedin.com/company/fabmisr?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/hr-services-officer-at-first-abu-dhabi-bank-misr-fabmisr-4290374596?position=8&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=Pzdk%2BdS17%2FW%2Fj1BldGt1Gw%3D%3D,HR Services Officer,"Support all relevant Employee Service activities associated with resignations, on-boarding and off-boarding for FABMisr employees.",Full-Time,On-Site,,
Homzmart,https://eg.linkedin.com/company/homzmart?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/data-analyst-supply-chain-at-homzmart-4281256985?position=9&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=jmSA56fwVOkrN5HtXm4TxA%3D%3D,Data Analyst - Supply Chain,"Develop, maintain, and automate reports to monitor performance across departments.",Full-Time,,"Automation, Performance Monitor",
Mövenpick Hotels & Resorts,https://fr.linkedin.com/company/moevenpick-hotels-&-resorts?trk=public_jobs_sub-nav-cta-optional-url,"Al Bahr al Ahmar, Egypt",https://eg.linkedin.com/jobs/view/personal-assistant-to-general-manager-at-m%C3%B6venpick-hotels-resorts-4283658239?position=10&pageNum=7&refId=I%2BLIgJO5fE7jtld11W8lsw%3D%3D&trackingId=j6eHgYJG6fyK6tSV5B5yAg%3D%3D,Personal Assistant to General Manager,"Provide high-level administrative support to the General Manager, including managing complex calendars, coordinating appointments, and arranging intricate travel itineraries, ensuring seamless workflow and efficiency.",Full-Time,On-Site,"High-Level Architecture, General Administrative Support, Workflows","Management, Management, Coordinating"
Sharaf DG Egypt,https://eg.linkedin.com/company/sharaf-dg-egypt?trk=public_jobs_sub-nav-cta-optional-url,"Qesm El Maadi, Cairo, Egypt",https://eg.linkedin.com/jobs/view/assistant-store-manager-at-sharaf-dg-egypt-4292782066?position=1&pageNum=8&refId=%2FclWDOaCCsltyY56XOQvcQ%3D%3D&trackingId=ATexkkA%2BCbXe8NgAteIj1Q%3D%3D,Assistant Store Manager,This Role responsible for serving customers on the floor and assisting the operations Manager in the effective running of the store in order to ensure the highest standards of customer service are achieved and maintained.,Full-Time,,"Flooring, Microsoft Operations Manager",Customer Service
Emirates NBD,https://ae.linkedin.com/company/emirates-nbd?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/teller-at-emirates-nbd-4288181943?position=5&pageNum=8&refId=%2FclWDOaCCsltyY56XOQvcQ%3D%3D&trackingId=hSE8nlaP6mWn8sDq%2F4skBQ%3D%3D,Teller,1-Responsible to handle the various operations' transaction in accuracy and efficiency as per bank procedures.,Full-Time,,Banking,Operations
Abu Dhabi Islamic Bank - Egypt,https://eg.linkedin.com/company/abu-dhabi-islamic-bank---egypt?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/customer-life-cycle-officer-clcu-at-abu-dhabi-islamic-bank-egypt-4295804001?position=6&pageNum=8&refId=%2FclWDOaCCsltyY56XOQvcQ%3D%3D&trackingId=iTugwy8WetEbQKEuMLXWXA%3D%3D,Customer Life Cycle Officer (CLCU),Proactively contacting new cardholders to proceed for cards activation and ensure a smooth and efficient experience.,Full-Time,On-Site,,
Wadi Degla Clubs Company S.A.E.,https://eg.linkedin.com/company/wadi-degla-clubs-company-s-a-e?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/corporate-marketing-manager-at-wadi-degla-clubs-company-s-a-e-4293601109?position=7&pageNum=8&refId=%2FclWDOaCCsltyY56XOQvcQ%3D%3D&trackingId=WQ8MeuM6Fd0AvMhtct%2FJng%3D%3D,Corporate Marketing Manager,"Plan, organize and control the implementation of the marketing strategy to ensure the achievement of all targets in support of the brand strategy.",Full-Time,,"Marketing Strategies, Brand Strategy, TARGET 3001!",Planning
Homzmart,https://eg.linkedin.com/company/homzmart?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/content-creator-at-homzmart-4294344254?position=2&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=xdeQSvD9jFXMx67nvicLpg%3D%3D,Content Creator,"is an end to end community that connects home professionals with homeowners who can browse home designs, furniture, accessories and products and also can find reviews, referring professionals, take advice from professionals and read articles about home improvement.",Full-Time,,"Furniture Design, Scholastic READ 180",
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Qesm El Maadi, Cairo, Egypt",https://eg.linkedin.com/jobs/view/site-engineer-at-nawy-4284549204?position=3&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=YnaAYC2FEarlaJBOhwKPBA%3D%3D,Site Engineer,"The Site Engineer will be responsible for overseeing construction projects from conception to completion while ensuring they are completed in a timely manner and within budget. This role involves managing the day-to-day activities on the construction site, liaising with subcontractors, and ensuring compliance with safety regulations and building codes.",Full-Time,On-Site,"Building Codes, Budgeting, Construction Site Safety","Construction, Management"
Danone,https://fr.linkedin.com/company/danone?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/business-controller-egypt-at-danone-4274832272?position=4&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=lA4af5Xe06Zi4L5kbMHiCw%3D%3D,"Business Controller, Egypt","for its Specialized Business in Cairo, Egypt. The selected candidate will support the Egypt Controlling Lead on the budget controlling and country P&L management and distributor communication.",Full-Time,,"Profit And Loss (P&L) Management, Budgeting","Management, Communications"
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/sales-admin-at-nawy-4284070205?position=7&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=mMKNPFkzqwtq0%2BdHB1Mgsw%3D%3D,Sales Admin,Gather and manage property information,Full-Time,,Managed Property,
Banque Misr,https://eg.linkedin.com/company/banque-misr?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/product-owner-at-banque-misr-4283480000?position=8&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=rCOz1%2BNh7f1AZqttrwmMNg%3D%3D,Product Owner,"The PO creates a product roadmap and defines the product vision for his or her team, driven by the overall strategy. He or she builds close relationships with key stakeholders to ensure that the team's effort is aligned with the overall strategy. The PO works closely with his or her team to ensure that business value and user feedback is translated into new functionality when needed",Full-Time,Hybrid,"User Feedback, Translations",
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Qesm El Maadi, Cairo, Egypt",https://eg.linkedin.com/jobs/view/logistics-specialist-at-nawy-4283462539?position=10&pageNum=9&refId=yJ3T28RLSoj9TSqvftT%2BwQ%3D%3D&trackingId=uRn8gV47vwniO1E679vPdw%3D%3D,Logistics Specialist,"Organize transportation activities, including storage of goods, managing information accrued from point of origin to delivery, orchestrating transportation movements, and arranging for services as necessary",Full-Time,On-Site,"Storages, Information Management, Accrued Liabilities",
Talent 360 ME,https://eg.linkedin.com/company/talent-360-me?trk=public_jobs_sub-nav-cta-optional-url,"Qesm El Sheikh Zaid, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/social-media-moderator-sheikh-zayed-at-talent-360-me-4295111670?position=1&pageNum=10&refId=ZAXYoYXXsWABQCgZsP1H0Q%3D%3D&trackingId=Z1z%2F7zpecwitu%2FX5yww81Q%3D%3D,Social Media Moderator - Sheikh Zayed,"Social Media Moderator at Zhivago, you will be responsible for",Full-Time,Remote,,Social Media
Wadi Degla Developments,https://eg.linkedin.com/company/wadi-degla-developments?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/contract-sales-manager-at-wadi-degla-developments-4299200440?position=3&pageNum=10&refId=ZAXYoYXXsWABQCgZsP1H0Q%3D%3D&trackingId=8qy50mLqc57jgSI5VxFvoA%3D%3D,Contract Sales Manager,-Set department yearly plan and targets in coordination with the direct -manager.,Full-Time,Remote,TARGET 3001!,"Planning, Coordinating, Management"
The HEINEKEN Company,https://nl.linkedin.com/company/heineken?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/executive-assistant-hr-finance-at-the-heineken-company-4301289893?position=4&pageNum=10&refId=ZAXYoYXXsWABQCgZsP1H0Q%3D%3D&trackingId=jFQy62Ch4vIEIt0vhWYOBg%3D%3D,Executive Assistant - HR & Finance,"At ABC, We Brew The Joy Of True Togetherness To Inspire a Better World. A Big Part Of That Means Brewing Better People With The Heart Of Our Company In Our Four Values",Full-Time,On-Site,,
Misr Technology Services,https://eg.linkedin.com/company/misr-technology-services?trk=public_jobs_sub-nav-cta-optional-url,"Heliopolis, Cairo, Egypt",https://eg.linkedin.com/jobs/view/it-helpdesk-specialist-hq-at-misr-technology-services-4300934716?position=7&pageNum=10&refId=ZAXYoYXXsWABQCgZsP1H0Q%3D%3D&trackingId=Wu5mhVrfF0qPNLBwoUBPOg%3D%3D,IT Helpdesk Specialist - HQ,provides fast and useful technical assistance on computer systems as well as answering queries on basic technical issues and offer advice to solve them.,Full-Time,Remote,"Technical Assistance, Computer Systems",
PwC Middle East,https://ae.linkedin.com/company/pwc-middle-east?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/executive-assistant-at-pwc-middle-east-3977885144?position=1&pageNum=11&refId=TpdMfUtdjErDWk4Cl7RjkA%3D%3D&trackingId=XMZwpwK4Mo2CgMscvnNpkw%3D%3D,Executive Assistant,"n Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution.",Full-Time,On-Site,,Complex Problem Solving
The Luxury Closet,https://ae.linkedin.com/company/the-luxury-closet-inc?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/customer-service-executive-egypt-remote-at-the-luxury-closet-4288376085?position=5&pageNum=11&refId=TpdMfUtdjErDWk4Cl7RjkA%3D%3D&trackingId=dsQo5w16xwzBuxdkQjZTXw%3D%3D,"Customer Service Executive - Egypt , Remote","The Luxury Closet is a company born in Dubai, the heart of luxury in the Arabian Peninsula, where we are redefining the world of luxury. We seek to challenge the norms and build a sustainable company that is loved and admired, and inspires the modern-day luxury consumer.",Full-Time,Remote,Sustainability,
Al-Mansour Automotive,https://eg.linkedin.com/company/al-mansour-automotive?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/facility-management-supervisor-at-al-mansour-automotive-4287736298?position=8&pageNum=11&refId=TpdMfUtdjErDWk4Cl7RjkA%3D%3D&trackingId=yc60mvXeUlgoFe6kKepZrA%3D%3D,Facility Management Supervisor,"Demonstrates continuous effort to improve operations, decrease turnaround times, streamline work processes, and work cooperatively and jointly to provide quality seamless customer service",Full-Time,On-Site,"Turnaround Time, Streamlining","Customer Service, Operations"
Halan - حالا,https://eg.linkedin.com/company/halan?trk=public_jobs_sub-nav-cta-optional-url,"Giza, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/product-manager-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-4246234885?position=10&pageNum=11&refId=TpdMfUtdjErDWk4Cl7RjkA%3D%3D&trackingId=5l5Az1%2F67CdamEx%2FLvnOZg%3D%3D,Product Manager,"Own and prioritize the product roadmap, ensuring alignment with business goals.",Full-Time,,,Prioritization
Azizi Developments,https://ae.linkedin.com/company/azizi-developments?trk=public_jobs_sub-nav-cta-optional-url,"New Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/document-controller-at-azizi-developments-4289876359?position=1&pageNum=12&refId=Yo1goOOqeBIAlCBCaQQQBA%3D%3D&trackingId=6DfcBsXhdzBTfmCraDdsPA%3D%3D,Document Controller,Set up and maintain the document control system (electronic and paper-based) for all projects.,Full-Time,On-Site,"Document Control, Control Systems, Electronics",
Banque Misr,https://eg.linkedin.com/company/banque-misr?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/data-business-analysis-specialist-analyst-senior-analyst-at-banque-misr-4284076683?position=6&pageNum=12&refId=Yo1goOOqeBIAlCBCaQQQBA%3D%3D&trackingId=kxvvGfczF3Hgu7jvwbieiQ%3D%3D,Data Business Analysis Specialist/ Analyst/ Senior Analyst,Receive new requirements and translate the Data Business Requirements to Technical Solution through conducting the data engagement with business,Full-Time,Remote,"Business Requirements, Translations, Technical Solution Design",
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/it-specialist-at-nawy-4281769231?position=8&pageNum=12&refId=Yo1goOOqeBIAlCBCaQQQBA%3D%3D&trackingId=LOPCgtl14eap%2B44iQMIHRA%3D%3D,IT Specialist,IT Specialist is mainly responsible for reviewing diagnostics and assessing the functionality and efficiency of systems.,Full-Time,,,
Talent 360 ME,https://eg.linkedin.com/company/talent-360-me?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/office-admin-cairo-at-talent-360-me-4259119284?position=9&pageNum=12&refId=Yo1goOOqeBIAlCBCaQQQBA%3D%3D&trackingId=I0OQXBFloGf%2FsB0jpAHrQA%3D%3D,Office Admin - Cairo,"Wind Integrated Solutions, Oracle Partner in Egypt, KSA & UAE is looking for "" Office Admin "" to be a part of their team.",Full-Time,On-Site,,Integration
Talent 360 ME,https://eg.linkedin.com/company/talent-360-me?trk=public_jobs_sub-nav-cta-optional-url,"Nasr City, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-document-controller-nasr-city-at-talent-360-me-4286811330?position=4&pageNum=13&refId=r4lef4xi5mcORDJVnWk26Q%3D%3D&trackingId=7Wnzkezl%2F0jvmVvIU2utQg%3D%3D,Junior Document Controller ( Nasr City),First Option Engineering Services Company has 10 years of expertise and prequalification in the field of Building Information Modeling BIM. First Option Engineering Services is specialized in providing a range of services.,Full-Time,On-Site,"Building Information Modeling, Bank Insurance Model (BIM), Building Services Engineering, Building Services Engineering",
Chubb,https://ch.linkedin.com/company/chubb?trk=public_jobs_sub-nav-cta-optional-url,Egypt,https://eg.linkedin.com/jobs/view/accountant-at-chubb-4278255911?position=8&pageNum=13&refId=r4lef4xi5mcORDJVnWk26Q%3D%3D&trackingId=tQ50kWxNGCQPRllv5sw8Sg%3D%3D,Accountant,"We are seeking a detail-oriented and proactive Accountant to join our team on a one-year temporary contract. The successful candidate will be responsible for managing daily financial operations, ensuring compliance with tax regulations, and supporting the monthly financial closing process. Key responsibilities include:",Full-Time,On-Site,"Accounting, Closing (Sales)","Detail Oriented, Management, Operations"
Talent 360 ME,https://eg.linkedin.com/company/talent-360-me?trk=public_jobs_sub-nav-cta-optional-url,"6th of October, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/autocad-operator-cairo-at-talent-360-me-4273513667?position=10&pageNum=13&refId=r4lef4xi5mcORDJVnWk26Q%3D%3D&trackingId=pEGwO3sWfDWFMvxjnuc9KQ%3D%3D,AutoCad Operator (Cairo),"Pro Builder is seeking an experienced AutoCAD Operator to join our team. This role is ideal for a skilled professional with extensive experience in CAD operations within the construction industry, specifically in building projects.",Full-Time,On-Site,AutoCAD,"Operations, Professionalism, Operations, Construction"
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/messenger-at-nawy-4282111195?position=4&pageNum=14&refId=tqd5aZdllIXq3u8APjC1Mw%3D%3D&trackingId=LZJIXpm3oCyozGXjCB1QQQ%3D%3D,Messenger,"Deliver documents, packages, and messages to designated locations in a timely manner",Full-Time,On-Site,,
Toyota Egypt Group,https://eg.linkedin.com/company/toyota-egypt?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/administrative-supervisor-at-toyota-egypt-group-4290143750?position=5&pageNum=14&refId=tqd5aZdllIXq3u8APjC1Mw%3D%3D&trackingId=iZY4DJbczJuoGpoovHV0sQ%3D%3D,Administrative Supervisor,"Oversee daily administrative operations, including security, cleaning, buffet services, pest control, and landscaping.",Full-Time,On-Site,"Pest Control, Landscaping",Operations
Nawy,https://eg.linkedin.com/company/nawyestate?trk=public_jobs_sub-nav-cta-optional-url,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/finance-controller-at-nawy-4283405160?position=10&pageNum=14&refId=tqd5aZdllIXq3u8APjC1Mw%3D%3D&trackingId=p2WGYY7WvDmHGyAFlMxl9Q%3D%3D,Finance Controller,"Ensure timely and accurate financial reporting to senior management, stakeholders, and regulatory authorities",Full-Time,,"Hyperion Financial Reporting, Stakeholder Management",
